0.028772498,-0.000655527,0.000768188,-0.004641158,-0.015855327,0.103326964,0.000203255,-0.014584624,-0.007004703,-0.003330765,-0.024462017,-0.02260994,-0.043230761,-0.010866827,-0.018784393,0.00350359,-0.001389447,-0.004023532,3.727607028,-0.011992611,-0.017789102,0.003630448,0.00539806,-0.004599883,0.000235056,-0.002508283,0.003853346,-0.009291294,-0.002846132,-0.004151346,-0.001736675,0.005761793,0.006249805,0.001293609,0.418536311,0.059644298,-0.176169841,0.000834332,0.030096798,-0.018575917,-0.205311705,0.042547256,-0.109593308,0.028934491,-0.090620624,-0.082865955,0.052448274,-0.188892183,-0.206556083,0.003617566,0.026431271,0.003215541,-0.007517755,0.042211198,-19.46833107,-9.954269003,-7.977284765,-0.000669581
-0.021353406,0.003216061,-0.007575025,-0.029117101,-0.015194796,0.046066238,0.002176565,0.012738094,0.008854282,-0.004888225,-0.040002502,-0.001579352,0.000412025,-0.00728661,-0.002302973,-0.006918034,-0.009290265,-0.01718442,3.161594124,-0.004860239,0.008455107,0.004000475,0.005749026,0.00036031,0.002401846,0.003538355,0.003642175,-0.017251334,0.00141145,0.003395683,-0.001317571,0.003972811,0.003026442,-0.0002108,0.452235764,-0.140787007,-0.042867059,0.006908744,-0.006775703,-0.008620822,0.069613902,-0.048781386,-0.081236593,0.014478283,0.187272215,0.004016268,0.22052917,0.044331825,0.160149909,0.003908386,-0.009291154,0.01316446,0.011117967,0.028023319,-11.3192633,-7.290672832,0.486503302,-0.000814891
-0.010745889,-0.001996259,-0.002091584,0.016042744,0.006545899,0.050548178,0.001926911,-0.00304521,0.007900076,0.008703194,0.012608158,0.03678071,0.01672327,0.037643226,0.059977222,0.061194067,0.017003171,0.001278369,4.328460999,0.002656949,0.003007307,0.002550867,0.003755904,0.001370618,0.002900165,0.003168606,0.00322815,-0.011020574,0.00064165,0.003135117,-0.002612211,-0.001368001,0.005891296,0.001113002,0.352580406,0.058778912,0.223768305,0.016706176,0.02935816,0.117792757,0.075326981,0.00420251,0.028541861,0.079772903,-0.023171645,0.020355344,0.288543857,0.044218502,-0.039815933,0.012540579,0.035119216,0.012010538,0.005371741,-0.009088719,-4.569358588,-0.726477413,0.883743702,-0.000242724
0.047075337,0.005061687,0.012885869,0.022108771,0.015689773,-0.002783743,0.001165067,0.013467769,0.03051715,0.00945295,0.013229924,0.04264599,0.017408932,0.000847049,0.013521053,0.076188642,-0.002976852,0.00171698,4.52821992,0.006297506,-0.004918544,0.000265156,0.002461753,0.002366821,0.00035565,-0.000616736,0.000138919,-0.002071328,-0.000695643,-0.001518926,-0.001821828,-0.005984127,0.00611746,0.006420716,-1.013757125,-0.008322699,-0.309596759,-0.049908768,-0.103148905,-0.031237723,-0.016279534,-0.074117402,-0.078656374,-0.066476051,-0.075384336,-0.08893962,0.323157596,-0.055898535,0.060213532,0.005348009,0.003165242,0.009472538,-0.006683743,0.277820252,-2.518631547,3.638312884,0.981069955,0.003949639
0.007871516,0.005262592,0.005623731,-0.03960059,-0.025665987,0.018385458,0.006034036,-0.009110775,0.006277875,0.010563342,0.004174158,0.000543422,0.011902658,0.024700642,0.006516138,0.022094093,-0.000316302,-0.011835265,4.72754543,0.00395858,0.011364911,-0.000904062,0.000377541,-0.00118826,-0.000276261,0.004383775,-0.000798193,0.013380392,0.002902457,0.005727909,0.003398415,0.001129989,0.000832842,0.001635381,0.153227802,-0.208755956,-0.342960287,-0.020572016,-0.054496552,-0.160121539,-0.207525647,-0.175522158,0.099644788,-0.089701212,0.018118005,-0.019298652,0.357701389,0.043980595,0.060237542,0.010266809,-0.034087284,0.000460726,-0.014160874,-0.230506479,-5.900433528,5.237032281,1.878433834,0.002751256
0.030854797,0.002495016,0.009231755,0.009305658,0.000398852,0.014321969,0.000763631,-0.009344799,0.03376692,0.005725684,0.041878454,0.043784167,-0.015044494,0.018641889,0.004190716,-0.005431473,0.004557196,-0.006832502,4.393111672,0.00044066,0.006069055,0.002243671,0.004417985,0.004173662,0.002488089,0.003853436,0.002350249,0.007346707,0.004144074,0.004522968,0.003309343,0.000566388,0.007843973,0.00133736,-0.179798271,-0.009185442,-0.042987709,0.006376767,-0.024337486,-0.001094689,-0.010765001,0.014864851,-0.064447024,0.005177982,-0.027810576,-0.017694127,0.458838409,0.043855044,0.093588116,0.008901504,0.00244266,-0.007188212,-0.01783867,0.068597234,-4.614786459,1.436338381,-1.85752246,0.003171058
-0.019080963,0.000782196,-0.006333628,0.019087145,0.013692255,0.008044916,-0.000296069,-0.008704198,0.001374535,-0.000290817,-0.028122694,-0.023030543,0.012107476,-0.001252529,0.032791362,0.032149444,0.001646811,-0.00395079,4.724927236,0.003094851,0.018999437,0.005501955,0.006286571,0.005615096,0.005625856,0.004884371,0.005376546,-0.02034627,0.004634451,0.0047633,0.002776105,-0.01145527,0.004661669,0.001048813,-0.412828136,-0.142942829,-0.043011339,-0.049902243,-0.011894128,-0.120818795,-0.047987655,-0.092248649,-0.022770724,-0.042630933,-0.010434869,-0.016198119,0.52656468,-0.089609291,0.160264926,0.008268077,0.039608647,0.040275631,0.01347271,0.025430513,2.238292767,-4.630450942,2.43987281,0.002840838
0.005565882,-0.001311034,0.004494568,0.02079525,0.012106155,0.027337898,0.003098606,-0.006627101,0.024650737,0.000565482,-0.143011426,-0.113631739,0.013305108,0.016509507,0.00265308,-0.026173254,0.006119325,0.003515143,5.489661738,0.010149745,0.013245839,0.005080806,0.004985077,0.002419429,0.004237542,0.003625807,0.005123756,0.017370233,0.001547961,0.00234519,0.000199316,0.010577009,-0.012076893,0.001892448,-0.212522052,-0.043358856,0.023636289,-0.013840316,0.013612407,0.018478188,-0.15940815,-0.010212969,-0.001524096,0.000909443,-0.04346456,0.013143619,0.32754243,0.076920578,-0.106398863,-0.007478225,0.000571245,-0.013282644,-0.004302847,0.076246386,6.125457188,-3.263352284,0.837258814,0.000774812
-0.015814536,0.002078095,-0.00431468,-0.004611105,-0.002249646,-0.015075983,0.001693542,-0.016541694,-0.004172202,-3.11E-05,0.18690347,0.165515069,-0.003151052,0.009761893,-0.030638937,-0.065433832,-0.011215904,-0.005884211,4.920643096,0.00285319,0.014325415,0.002408698,0.004816689,0.006965521,0.003224655,0.004347304,0.002559474,-0.00392816,0.005898018,0.00478571,0.002579016,-0.003041839,0.003019767,-0.001933674,0.087787717,0.022901649,0.056955346,0.058299988,-0.093163347,0.093106137,0.046188563,0.008518291,0.037675227,-0.022773226,-0.003261122,0.009706072,0.461766796,0.043444704,-0.006404132,-0.012494961,-0.011267036,-0.008965205,0.01012856,0.003989217,10.01334199,-0.029041329,-1.432095865,0.002183719
-0.015925674,-0.002201995,-0.002786354,-0.001945503,0.009430155,-0.013624342,0.002774067,-0.001827029,-0.021984199,-0.005800345,-0.039652898,-0.027576192,0.014083225,0.000934962,0.011761717,0.061498649,0.009987449,-0.0092598,5.084525058,0.0033366,0.005294937,-0.000236342,0.004944994,0.00315139,0.000575223,0.001780829,9.38E-05,0.020577751,0.002702212,0.002759043,0.003292945,-0.002321071,-0.001659448,-0.001582626,0.288101722,0.155841158,0.023613974,0.01302955,0.167033146,-0.084957677,0.1338288,-0.02967539,0.050602552,0.076059324,0.104722802,0.047664455,0.262564538,-0.056704066,-0.073085189,-0.005069289,-0.011129454,0.006175531,-0.007750144,-0.016892997,13.06854869,0.63913335,-5.734929744,0.005182846
